Player Name,Cities,Position,Season,Games Played,Minutes Played Per Game,Points Per Game,Average Field Goals made,Average Field Goals Attempted,Field Goal Percentage,Average 3-Point Field Goals Made,Average 3-Point Field Goals Attempted,3-Point Field Goal Percentage,Average Free Throws Made,Average Free Throws Attempted,Free Throw Percentage,Rebounds Per Game,Assists Per Game,Steals Per Game,Blocks Per Game,Turnovers Per Game,Double Double,Triple Double,Player Efficiency Rating
Carmelo Anthony,DEN/NY,PF,2011,77.0,35.7,25.6,8.9,19.5,45.5,1.2,3.3,37.8,6.6,7.9,83.8,7.3,2.9,0.9,0.6,2.7,18.0,0.0,21.82
Dwyane Wade,MIA,G,2011,76.0,37.1,25.5,9.1,18.2,50.0,0.8,2.7,30.6,6.5,8.6,75.8,6.4,4.6,1.5,1.1,3.1,10.0,1.0,25.65
Kobe Bryant,LAL,SF,2011,82.0,33.9,25.3,9.0,20.0,45.1,1.4,4.3,32.3,5.9,7.1,82.8,5.1,4.7,1.2,0.1,3.0,9.0,1.0,23.94
Amar'e Stoudemire,NY,C,2011,78.0,36.8,25.3,9.5,19.0,50.2,0.1,0.3,43.5,6.1,7.7,79.2,8.2,2.6,0.9,1.9,3.2,26.0,0.0,22.78
Derrick Rose,CHI,PG,2011,81.0,37.4,25.0,8.8,19.7,44.5,1.6,4.8,33.2,5.9,6.9,85.8,4.1,7.7,1.0,0.6,3.4,23.0,1.0,23.62
Monta Ellis,GS,SG,2011,80.0,40.3,24.1,9.1,20.1,45.1,1.7,4.7,36.1,4.3,5.4,78.9,3.5,5.6,2.1,0.3,3.2,10.0,0.0,18.69
Kevin Martin,HOU,SG,2011,80.0,32.5,23.5,6.9,15.8,43.6,2.2,5.7,38.3,7.4,8.4,88.8,3.2,2.5,1.0,0.2,2.3,0.0,0.0,21.46
Dirk Nowitzki,DAL,F,2011,73.0,34.3,23.0,8.4,16.2,51.7,0.9,2.3,39.3,5.4,6.1,89.2,7.0,2.6,0.5,0.6,1.9,16.0,0.0,23.52
Dwight Howard,ORL,C,2011,78.0,37.6,22.9,7.9,13.4,59.3,0.0,0.1,0.0,7.0,11.7,59.6,14.1,1.4,1.4,2.4,3.6,66.0,0.0,26.13
Blake Griffin,LAC,PF,2011,82.0,38.0,22.5,8.5,16.8,50.6,0.1,0.3,29.2,5.4,8.5,64.2,12.1,3.8,0.8,0.5,2.7,63.0,2.0,21.93
Russell Westbrook,OKC,PG,2011,82.0,34.7,21.9,7.5,17.0,44.2,0.4,1.3,33.0,6.5,7.7,84.2,4.6,8.2,1.9,0.4,3.9,31.0,3.0,23.63
LaMarcus Aldridge,POR,C,2011,81.0,39.6,21.8,8.7,17.5,50.0,0.0,0.3,17.4,4.3,5.5,79.1,8.8,2.1,1.0,1.2,1.9,36.0,0.0,21.57
Andrea Bargnani,TOR,C,2011,66.0,35.7,21.4,8.0,17.8,44.8,1.2,3.4,34.5,4.3,5.3,82.0,5.2,1.8,0.5,0.7,2.3,2.0,0.0,16.5
Danny Granger,IND,SF,2011,79.0,35.0,20.5,6.8,15.9,42.5,2.0,5.2,38.6,5.0,5.9,84.8,5.4,2.6,1.1,0.8,2.6,5.0,0.0,17.89
Brook Lopez,NJ,C,2011,82.0,35.2,20.4,7.9,16.0,49.2,0.0,0.0,0.0,4.7,6.0,78.7,6.0,1.6,0.6,1.5,2.1,9.0,0.0,19.33
Kevin Love,MIN,PF,2011,73.0,35.8,20.2,6.6,14.1,47.0,1.2,2.9,41.7,5.8,6.8,85.0,15.2,2.5,0.6,0.4,2.1,64.0,0.0,24.39
Zach Randolph,MEM,F,2011,75.0,36.3,20.1,8.0,15.8,50.3,0.1,0.6,18.6,4.0,5.3,75.8,12.2,2.2,0.8,0.3,2.0,53.0,0.0,22.67
Michael Beasley,MIN,F,2011,73.0,32.3,19.2,7.7,17.1,45.0,0.8,2.2,36.6,3.0,4.0,75.3,5.6,2.2,0.7,0.7,2.7,8.0,0.0,15.54
Paul Pierce,BOS,SF,2011,80.0,34.7,18.9,6.3,12.8,49.7,1.4,3.7,37.4,4.8,5.6,86.0,5.4,3.3,1.0,0.6,2.1,7.0,1.0,19.76
David West,NO,F,2011,70.0,35.0,18.9,7.5,14.9,50.8,0.0,0.1,22.2,3.8,4.7,80.7,7.6,2.3,1.0,0.9,2.0,16.0,0.0,20.51
Pau Gasol,LAL,PF,2011,82.0,37.0,18.8,7.2,13.7,52.9,0.0,0.0,33.3,4.3,5.2,82.3,10.2,3.3,0.6,1.6,1.7,43.0,1.0,23.33
Chris Bosh,MIA,PF,2011,77.0,36.3,18.7,6.8,13.7,49.6,0.1,0.3,24.0,5.0,6.1,81.5,8.3,1.9,0.8,0.6,1.8,28.0,0.0,19.44
Al Jefferson,UTAH,C,2011,82.0,35.9,18.6,8.0,16.1,49.6,0.0,0.0,0.0,2.7,3.5,76.1,9.7,1.8,0.6,1.9,1.3,37.0,0.0,20.2
Stephen Curry,GS,PG,2011,74.0,33.6,18.6,6.8,14.2,48.0,2.0,4.6,44.2,2.9,3.1,93.4,3.9,5.8,1.5,0.3,3.1,5.0,0.0,19.46
Luis Scola,HOU,F,2011,74.0,32.6,18.3,7.7,15.3,50.4,0.0,0.0,0.0,2.9,3.9,73.8,8.2,2.5,0.6,0.6,2.0,19.0,0.0,18.43
Joe Johnson,ATL,G,2011,72.0,35.5,18.2,7.1,16.1,44.3,1.2,4.2,29.7,2.7,3.4,80.2,4.0,4.7,0.7,0.1,2.0,2.0,0.0,16.46
Tony Parker,SA,G,2011,78.0,32.4,17.5,7.1,13.7,51.9,0.3,0.9,35.7,3.0,3.9,76.9,3.1,6.6,1.2,0.0,2.6,9.0,0.0,20.44
Luol Deng,CHI,F,2011,82.0,39.1,17.4,6.5,14.1,46.0,1.4,4.1,34.5,3.1,4.1,75.3,5.8,2.8,1.0,0.6,1.9,8.0,0.0,15.58
Manu Ginobili,SA,G,2011,80.0,30.3,17.4,5.5,12.7,43.3,1.9,5.5,34.9,4.5,5.1,87.1,3.7,4.9,1.5,0.4,2.2,0.0,0.0,21.78
Paul Millsap,UTAH,PF,2011,76.0,34.3,17.3,6.9,13.0,53.1,0.1,0.3,39.1,3.4,4.4,75.7,7.6,2.5,1.4,0.9,1.9,19.0,0.0,19.83
DeMar DeRozan,TOR,SF,2011,82.0,34.8,17.2,6.6,14.1,46.7,0.1,0.6,9.6,4.0,4.9,81.3,3.8,1.8,1.0,0.4,1.8,1.0,0.0,14.52
Chauncey Billups,DEN/NY,PG,2011,72.0,32.1,16.8,4.7,11.0,42.7,2.0,5.0,40.2,5.3,5.8,91.6,2.6,5.4,1.0,0.2,2.5,2.0,0.0,18.78
Josh Smith,ATL,PF,2011,77.0,34.4,16.5,6.5,13.5,47.7,0.7,2.0,33.1,3.0,4.1,72.5,8.5,3.3,1.3,1.6,2.6,31.0,1.0,19.31
Ray Allen,BOS,SG,2011,80.0,36.1,16.5,6.0,12.2,49.1,2.1,4.7,44.4,2.4,2.7,88.1,3.4,2.7,1.0,0.2,1.5,0.0,0.0,16.42
David Lee,GS,PF,2011,73.0,36.1,16.5,6.8,13.4,50.7,0.0,0.0,33.3,2.9,3.7,78.7,9.8,3.2,1.0,0.4,2.3,37.0,0.0,17.86
Dorell Wright,GS,SF,2011,82.0,38.4,16.4,5.9,14.0,42.3,2.4,6.3,37.6,2.2,2.8,78.9,5.3,3.0,1.5,0.8,1.6,7.0,0.0,15.07
Wesley Matthews,POR,SG,2011,82.0,33.6,15.9,5.4,11.9,44.9,1.9,4.6,40.7,3.2,3.8,84.4,3.1,2.0,1.2,0.1,1.7,1.0,0.0,15.6
Chris Paul,NO,PG,2011,80.0,36.0,15.9,5.4,11.6,46.3,0.9,2.3,38.8,4.2,4.8,87.8,4.1,9.8,2.4,0.1,2.2,32.0,0.0,23.76
Jason Terry,DAL,G,2011,82.0,31.3,15.8,6.0,13.3,45.1,1.5,4.3,36.2,2.2,2.6,85.0,1.9,4.1,1.1,0.2,2.0,1.0,0.0,15.93
Gerald Wallace,POR/CHA,SF,2011,71.0,37.9,15.7,5.4,12.0,45.4,0.9,2.6,33.3,3.9,5.3,74.6,8.0,2.4,1.5,0.9,2.1,18.0,0.0,16.28
Jason Richardson,ORL/PHX,SG,2011,80.0,33.9,15.6,5.9,13.2,44.7,2.4,6.0,39.5,1.5,2.0,73.0,4.1,1.8,1.2,0.2,1.2,1.0,0.0,15.02
Raymond Felton,DEN/NY,G,2011,75.0,36.5,15.5,5.7,13.4,42.5,1.5,4.4,35.3,2.6,3.2,80.5,3.6,8.3,1.7,0.1,2.9,27.0,1.0,16.68
Rodney Stuckey,DET,PG,2011,70.0,31.2,15.5,5.2,11.8,43.9,0.4,1.3,28.9,4.7,5.4,86.6,3.1,5.2,1.1,0.1,2.2,7.0,0.0,18.46
Al Horford,ATL,C,2011,77.0,35.1,15.3,6.7,12.0,55.7,0.0,0.1,50.0,1.9,2.4,79.8,9.3,3.5,0.8,1.0,1.5,36.0,0.0,20.79
Wilson Chandler,DEN/NY,F,2011,72.0,33.3,15.3,6.0,13.2,45.0,1.6,4.4,35.0,1.8,2.2,80.7,5.7,1.7,0.7,1.3,1.4,6.0,0.0,14.68
Devin Harris,NJ/UTAH,G,2011,71.0,31.7,15.2,4.8,11.5,42.2,0.8,2.5,32.2,4.7,5.7,83.3,2.4,7.1,1.0,0.1,2.9,9.0,0.0,17.22
Elton Brand,PHI,PF,2011,81.0,34.7,15.0,6.2,12.1,51.2,0.0,0.0,0.0,2.6,3.4,78.0,8.3,1.5,1.1,1.3,1.2,24.0,0.0,18.57
Kevin Garnett,BOS,PF,2011,71.0,31.3,14.9,6.1,11.6,52.8,0.0,0.1,20.0,2.6,3.1,86.2,8.9,2.4,1.3,0.8,1.6,28.0,0.0,20.67
Kevin Durant,OKC,PF,2012,66.0,38.6,28.0,9.7,19.7,49.6,2.0,5.2,38.7,6.5,7.6,86.0,8.0,3.5,1.3,1.2,3.8,18.0,0.0,26.26
Kobe Bryant,LAL,SF,2012,58.0,38.5,27.9,9.9,23.0,43.0,1.5,4.9,30.3,6.6,7.8,84.5,5.4,4.6,1.2,0.3,3.5,3.0,0.0,21.95
LeBron James,MIA,SF,2012,62.0,37.5,27.1,10.0,18.9,53.1,0.9,2.4,36.2,6.2,8.1,77.1,7.9,6.2,1.9,0.8,3.4,23.0,0.0,30.8
Kevin Love,MIN,PF,2012,55.0,39.0,26.0,8.6,19.3,44.8,1.9,5.1,37.2,6.9,8.4,82.4,13.3,2.0,0.9,0.5,2.3,48.0,0.0,25.41
Russell Westbrook,OKC,PG,2012,66.0,35.3,23.6,8.8,19.2,45.7,0.9,3.0,31.6,5.2,6.3,82.3,4.6,5.5,1.7,0.3,3.6,7.0,0.0,23.0
Carmelo Anthony,NY,PF,2012,55.0,34.1,22.6,8.0,18.6,43.0,1.2,3.7,33.5,5.4,6.7,80.4,6.3,3.6,1.1,0.4,2.6,8.0,1.0,21.15
LaMarcus Aldridge,POR,C,2012,55.0,36.3,21.7,8.8,17.1,51.2,0.0,0.2,18.2,4.1,5.0,81.4,8.0,2.4,0.9,0.8,2.0,13.0,0.0,22.73
Dirk Nowitzki,DAL,F,2012,62.0,33.5,21.6,7.6,16.7,45.7,1.3,3.4,36.8,5.1,5.7,89.6,6.8,2.2,0.7,0.5,1.9,11.0,0.0,21.81
Deron Williams,NJ,PG,2012,55.0,36.3,21.0,7.1,17.5,40.7,2.1,6.2,33.6,4.7,5.5,84.3,3.3,8.7,1.2,0.4,4.0,22.0,0.0,20.34
Blake Griffin,LAC,PF,2012,66.0,36.2,20.7,8.5,15.5,54.9,0.0,0.2,12.5,3.7,7.1,52.1,10.9,3.2,0.8,0.7,2.3,41.0,0.0,23.5
Monta Ellis,GS/MIL,SG,2012,58.0,36.6,20.4,7.8,17.9,43.3,1.1,3.5,30.8,3.8,4.7,79.6,3.4,6.0,1.5,0.3,3.1,5.0,0.0,17.53
David Lee,GS,PF,2012,57.0,37.2,20.1,8.1,16.2,50.3,0.0,0.1,0.0,3.8,4.9,78.2,9.6,2.8,0.9,0.4,2.6,27.0,1.0,19.81
Chris Paul,LAC,PG,2012,60.0,36.4,19.8,7.1,14.8,47.8,1.3,3.6,37.1,4.3,5.0,86.1,3.6,9.1,2.5,0.1,2.1,23.0,0.0,27.09
Paul Pierce,BOS,SF,2012,61.0,34.0,19.4,6.5,14.6,44.3,1.6,4.5,36.6,4.8,5.6,85.2,5.2,4.5,1.1,0.4,2.8,6.0,0.0,19.69
Al Jefferson,UTAH,C,2012,61.0,34.0,19.2,8.5,17.2,49.2,0.0,0.1,25.0,2.2,2.9,77.4,9.6,2.2,0.8,1.7,1.0,31.0,0.0,22.88
Brandon Jennings,MIL,G,2012,66.0,35.3,19.1,7.1,17.0,41.8,2.0,5.9,33.2,2.9,3.6,80.8,3.4,5.5,1.6,0.3,2.2,6.0,0.0,18.46
Rudy Gay,MEM,SF,2012,65.0,37.3,19.0,7.5,16.4,45.5,0.8,2.7,31.2,3.2,4.0,79.1,6.4,2.3,1.5,0.8,2.5,8.0,0.0,17.85
Joe Johnson,ATL,G,2012,60.0,35.5,18.8,7.1,15.5,45.4,2.1,5.4,38.8,2.6,3.1,84.9,3.7,3.9,0.8,0.2,1.9,0.0,0.0,18.5
Josh Smith,ATL,PF,2012,66.0,35.3,18.8,7.6,16.7,45.8,0.4,1.7,25.7,3.1,4.9,63.0,9.6,3.9,1.4,1.7,2.5,28.0,0.0,21.14
Andrew Bynum,LAL,C,2012,60.0,35.2,18.7,7.4,13.3,55.8,0.0,0.1,20.0,3.9,5.6,69.2,11.8,1.4,0.5,1.9,2.5,37.0,0.0,23.0
Danny Granger,IND,SF,2012,62.0,33.3,18.7,6.3,15.2,41.6,2.0,5.2,38.1,4.1,4.7,87.3,5.0,1.8,1.0,0.6,1.8,0.0,0.0,18.68
Tony Parker,SA,G,2012,60.0,32.1,18.3,7.1,14.8,48.0,0.2,1.0,23.0,3.8,4.7,79.9,2.9,7.7,1.0,0.1,2.6,12.0,0.0,22.04
DeMarcus Cousins,SAC,C,2012,64.0,30.5,18.1,7.0,15.6,44.8,0.0,0.2,14.3,4.1,5.8,70.2,11.0,1.6,1.5,1.2,2.7,36.0,0.0,21.72
Chris Bosh,MIA,PF,2012,57.0,35.2,18.0,6.9,14.2,48.7,0.2,0.6,28.6,4.0,4.9,82.1,7.9,1.8,0.9,0.8,2.1,11.0,0.0,18.94
Pau Gasol,LAL,PF,2012,65.0,37.4,17.4,7.1,14.1,50.1,0.1,0.4,25.9,3.1,4.0,78.2,10.4,3.7,0.6,1.4,2.2,42.0,1.0,20.51
Antawn Jamison,CLE,PF,2012,65.0,33.1,17.2,6.5,16.1,40.3,1.4,4.1,34.1,2.8,4.2,68.3,6.3,2.0,0.8,0.7,1.4,7.0,0.0,16.17
James Harden,OKC,SG,2012,62.0,31.4,16.8,5.0,10.1,49.1,1.8,4.7,39.0,5.0,6.0,84.6,4.1,3.7,1.0,0.2,2.2,0.0,0.0,21.13
DeMar DeRozan,TOR,SF,2012,63.0,35.0,16.7,6.0,14.3,42.2,0.4,1.5,26.1,4.3,5.3,81.0,3.3,2.0,0.8,0.3,2.0,0.0,0.0,12.87
Paul Millsap,UTAH,PF,2012,64.0,32.8,16.6,6.7,13.5,49.5,0.1,0.5,22.6,3.2,4.0,79.2,8.8,2.3,1.8,0.8,1.8,21.0,0.0,21.85
Tyreke Evans,SAC,G,2012,63.0,34.3,16.5,6.5,14.3,45.3,0.3,1.6,20.2,3.2,4.1,77.9,4.6,4.5,1.3,0.5,2.7,5.0,0.0,16.48
Ty Lawson,DEN,G,2012,61.0,34.8,16.4,6.1,12.6,48.8,1.2,3.3,36.5,2.9,3.5,82.4,3.7,6.6,1.3,0.1,2.4,11.0,0.0,19.43
John Wall,WSH,PG,2012,66.0,36.2,16.3,5.7,13.5,42.3,0.0,0.6,7.1,4.8,6.1,78.9,4.5,8.0,1.4,0.9,3.9,16.0,0.0,17.77
Ryan Anderson,ORL,PF,2012,61.0,32.2,16.1,5.4,12.4,43.9,2.7,6.9,39.3,2.5,2.8,87.7,7.7,0.9,0.8,0.4,0.9,14.0,0.0,21.23
Kevin Garnett,BOS,PF,2012,60.0,31.1,15.8,6.5,13.0,50.3,0.1,0.2,33.3,2.7,3.2,85.7,8.2,2.9,0.9,1.0,1.8,21.0,0.0,20.47
Luis Scola,HOU,F,2012,66.0,31.3,15.5,6.6,13.5,49.1,0.0,0.0,0.0,2.3,3.0,77.3,6.5,2.1,0.5,0.4,2.3,11.0,0.0,15.5
Tim Duncan,SA,C,2012,58.0,28.2,15.4,6.2,12.6,49.3,0.0,0.1,0.0,3.0,4.3,69.5,9.0,2.3,0.7,1.5,1.7,22.0,0.0,22.6
Marcin Gortat,PHX,C,2012,66.0,32.0,15.4,6.5,11.7,55.5,0.0,0.0,0.0,2.5,3.8,64.9,10.0,0.9,0.7,1.5,1.4,31.0,0.0,21.21
Greg Monroe,DET,C,2012,66.0,31.5,15.4,6.2,11.8,52.1,0.0,0.0,0.0,3.0,4.1,73.9,9.7,2.3,1.3,0.7,2.4,30.0,0.0,22.09
Arron Afflalo,DEN,G,2012,62.0,33.6,15.2,5.3,11.3,47.1,1.4,3.6,39.8,3.2,4.0,79.8,3.2,2.4,0.6,0.2,1.4,1.0,0.0,14.76
Jason Terry,DAL,G,2012,63.0,31.7,15.1,5.7,13.2,43.0,2.2,5.8,37.8,1.6,1.8,88.3,2.4,3.6,1.2,0.2,2.0,0.0,0.0,15.8
Carlos Boozer,CHI,PF,2012,66.0,29.5,15.0,6.8,12.8,53.2,0.0,0.0,0.0,1.4,2.1,69.3,8.5,1.9,1.0,0.4,1.7,18.0,0.0,19.79
Lou Williams,PHI,SG,2012,64.0,26.3,14.9,5.0,12.2,40.7,1.3,3.6,36.2,3.7,4.6,81.2,2.4,3.5,0.8,0.3,1.1,0.0,0.0,20.22
Jordan Crawford,WSH,G,2012,64.0,27.4,14.7,5.5,13.6,40.0,1.2,4.3,28.9,2.5,3.2,79.3,2.6,3.0,0.9,0.1,2.2,0.0,0.0,14.61
Marc Gasol,MEM,C,2012,65.0,36.5,14.6,5.5,11.4,48.2,0.0,0.2,8.3,3.6,4.9,74.8,8.9,3.1,1.0,1.9,1.9,24.0,0.0,18.41
Al Harrington,DEN,PF,2012,64.0,27.5,14.2,5.4,12.1,44.6,1.6,4.7,33.3,1.9,2.8,67.6,6.1,1.4,0.9,0.2,1.8,9.0,0.0,15.39
Nick Young,LAC/WSH,G,2012,62.0,27.9,14.2,5.1,12.6,40.3,1.7,4.5,36.5,2.3,2.7,85.2,2.1,0.9,0.7,0.3,1.3,0.0,0.0,12.93
Jamal Crawford,POR,G,2012,60.0,26.9,14.0,4.7,12.3,38.4,1.3,4.3,30.8,3.2,3.4,92.7,2.0,3.2,0.9,0.2,1.9,0.0,0.0,15.8
Nicolas Batum,POR,PF,2012,59.0,30.4,13.9,4.9,10.9,45.1,1.8,4.6,39.1,2.3,2.7,83.6,4.6,1.4,1.0,1.0,1.5,2.0,0.0,17.32
Gerald Wallace,NJ/POR,SF,2012,58.0,35.8,13.8,4.9,10.9,45.4,0.8,2.6,30.7,3.1,3.9,80.0,6.7,2.8,1.5,0.6,1.9,9.0,0.0,15.98
Kris Humphries,NJ,PF,2012,62.0,34.9,13.8,5.2,10.8,48.1,0.0,0.0,0.0,3.4,4.5,75.2,11.0,1.5,0.8,1.2,1.9,29.0,0.0,17.98
Carmelo Anthony,NY,PF,2013,67.0,37.0,28.7,10.0,22.2,44.9,2.3,6.2,37.9,6.3,7.6,83.0,6.9,2.6,0.8,0.5,2.6,10.0,0.0,24.83
Kevin Durant,OKC,PF,2013,81.0,38.5,28.1,9.0,17.7,51.0,1.7,4.1,41.6,8.4,9.3,90.5,7.9,4.6,1.4,1.3,3.5,19.0,3.0,28.35
Kobe Bryant,LAL,SF,2013,78.0,38.6,27.3,9.5,20.4,46.3,1.7,5.2,32.4,6.7,8.0,83.9,5.6,6.0,1.4,0.3,3.7,16.0,2.0,23.1
LeBron James,MIA,SF,2013,76.0,37.9,26.8,10.1,17.8,56.5,1.4,3.3,40.6,5.3,7.0,75.3,8.0,7.3,1.7,0.9,3.0,36.0,4.0,31.67
James Harden,HOU,SG,2013,78.0,38.3,25.9,7.5,17.1,43.8,2.3,6.2,36.8,8.6,10.2,85.1,4.9,5.8,1.8,0.5,3.8,9.0,1.0,23.0
Russell Westbrook,OKC,PG,2013,82.0,34.9,23.2,8.2,18.7,43.8,1.2,3.7,32.3,5.6,7.0,80.0,5.2,7.4,1.8,0.3,3.3,23.0,1.0,23.98
Stephen Curry,GS,PG,2013,78.0,38.2,22.9,8.0,17.8,45.1,3.5,7.7,45.3,3.4,3.7,90.0,4.0,6.9,1.6,0.2,3.1,15.0,0.0,21.34
Dwyane Wade,MIA,G,2013,69.0,34.7,21.2,8.2,15.8,52.1,0.2,1.0,25.8,4.5,6.2,72.5,5.0,5.1,1.9,0.8,2.8,4.0,0.0,24.04
LaMarcus Aldridge,POR,C,2013,74.0,37.7,21.1,8.6,17.8,48.4,0.0,0.2,14.3,3.8,4.7,81.0,9.1,2.6,0.8,1.2,1.9,38.0,0.0,20.45
Brook Lopez,BKN,C,2013,74.0,30.4,19.4,7.7,14.8,52.1,0.0,0.0,0.0,4.0,5.3,75.8,6.9,0.9,0.4,2.1,1.8,12.0,0.0,24.81
Monta Ellis,MIL,SG,2013,82.0,37.5,19.2,7.3,17.5,41.6,1.1,4.0,28.7,3.5,4.6,77.3,3.9,6.0,2.1,0.4,3.1,9.0,0.0,16.3
Damian Lillard,POR,PG,2013,82.0,38.6,19.0,6.7,15.7,42.9,2.3,6.1,36.8,3.3,3.9,84.4,3.1,6.5,0.9,0.2,3.0,7.0,0.0,16.45
Deron Williams,BKN,PG,2013,78.0,36.4,18.9,6.3,14.4,44.0,2.2,5.7,37.8,4.1,4.7,85.9,3.0,7.7,1.0,0.4,2.8,21.0,0.0,20.38
Paul Pierce,BOS,SF,2013,77.0,33.4,18.6,6.2,14.2,43.6,1.9,5.0,38.0,4.3,5.5,78.7,6.3,4.8,1.1,0.4,2.8,12.0,3.0,19.14
David Lee,GS,PF,2013,79.0,36.8,18.5,7.6,14.7,51.9,0.0,0.1,0.0,3.2,4.1,79.7,11.2,3.5,0.8,0.3,2.6,56.0,1.0,19.23
Rudy Gay,TOR/MEM,SF,2013,75.0,35.8,18.2,6.9,16.7,41.6,1.1,3.5,32.3,3.2,3.9,81.4,6.1,2.7,1.5,0.7,2.6,6.0,0.0,15.66
DeMar DeRozan,TOR,SF,2013,82.0,36.7,18.1,6.7,15.0,44.5,0.4,1.5,28.3,4.3,5.2,83.1,3.9,2.5,0.9,0.3,1.8,0.0,0.0,14.81
JR Smith,NY,G,2013,80.0,33.5,18.1,6.6,15.6,42.2,1.9,5.5,35.6,3.0,3.9,76.2,5.3,2.7,1.3,0.3,1.7,8.0,0.0,17.67
Blake Griffin,LAC,PF,2013,80.0,32.5,18.0,7.2,13.4,53.8,0.1,0.4,17.9,3.5,5.3,66.0,8.3,3.7,1.2,0.6,2.3,28.0,1.0,22.44
Al Jefferson,UTAH,C,2013,78.0,33.1,17.8,7.8,15.8,49.4,0.0,0.2,11.8,2.1,2.8,77.0,9.2,2.1,1.0,1.1,1.3,37.0,0.0,20.99
Kemba Walker,CHA,PG,2013,82.0,34.9,17.7,6.4,15.2,42.3,1.3,4.0,32.2,3.6,4.5,79.8,3.5,5.7,2.0,0.4,2.4,5.0,0.0,18.86
Jrue Holiday,PHI,PG,2013,78.0,37.5,17.7,7.1,16.5,43.1,1.2,3.2,36.8,2.3,3.1,75.2,4.2,8.0,1.6,0.4,3.7,20.0,1.0,16.74
Brandon Jennings,MIL,G,2013,80.0,36.2,17.5,6.2,15.6,39.9,2.2,5.8,37.5,2.9,3.5,81.9,3.1,6.5,1.6,0.1,2.5,13.0,0.0,16.2
Josh Smith,ATL,PF,2013,76.0,35.3,17.5,7.2,15.6,46.5,0.8,2.6,30.3,2.2,4.2,51.7,8.4,4.2,1.2,1.8,3.0,29.0,0.0,17.82
Paul George,IND,SG,2013,79.0,37.6,17.4,6.2,14.9,41.9,2.2,5.9,36.2,2.8,3.5,80.7,7.6,4.1,1.8,0.6,2.9,23.0,1.0,16.84
Al Horford,ATL,C,2013,74.0,37.2,17.4,7.8,14.3,54.3,0.0,0.1,50.0,1.8,2.8,64.4,10.2,3.2,1.1,1.1,2.0,43.0,0.0,19.84
David West,IND,F,2013,73.0,33.4,17.1,6.9,13.8,49.8,0.1,0.3,21.1,3.3,4.3,76.8,7.7,2.9,1.0,0.9,2.2,16.0,1.0,20.15
DeMarcus Cousins,SAC,C,2013,75.0,30.5,17.1,6.4,13.8,46.5,0.1,0.3,18.2,4.2,5.6,73.8,9.9,2.7,1.4,0.7,3.0,35.0,1.0,20.21
Dwight Howard,LAL,C,2013,76.0,35.8,17.1,6.2,10.7,57.8,0.0,0.1,16.7,4.7,9.5,49.2,12.4,1.4,1.1,2.4,3.0,48.0,0.0,19.48
Chris Paul,LAC,PG,2013,70.0,33.4,16.9,5.9,12.2,48.1,1.1,3.3,32.8,4.1,4.6,88.5,3.7,9.7,2.4,0.1,2.3,31.0,0.0,26.43
Ty Lawson,DEN,G,2013,73.0,34.4,16.7,6.1,13.3,46.1,1.2,3.2,36.6,3.2,4.3,75.6,2.7,6.9,1.5,0.1,2.5,9.0,0.0,17.96
Chris Bosh,MIA,PF,2013,74.0,33.2,16.6,6.6,12.3,53.5,0.3,1.0,28.4,3.3,4.1,79.8,6.8,1.7,0.9,1.4,1.7,15.0,0.0,20.08
Klay Thompson,GS,SG,2013,82.0,35.8,16.6,6.2,14.7,42.2,2.6,6.4,40.1,1.6,1.9,84.1,3.7,2.2,1.0,0.5,1.9,0.0,0.0,12.71
Jamal Crawford,LAC,G,2013,76.0,29.3,16.5,5.9,13.4,43.8,2.0,5.2,37.6,2.8,3.3,87.1,1.7,2.5,1.0,0.2,1.9,0.0,0.0,16.89
Luol Deng,CHI,F,2013,75.0,38.7,16.5,6.2,14.6,42.6,1.0,3.1,32.2,3.1,3.8,81.6,6.3,3.0,1.1,0.4,1.9,9.0,0.0,15.12
Joe Johnson,BKN,G,2013,72.0,36.7,16.3,6.2,14.6,42.3,2.1,5.5,37.5,1.8,2.2,82.0,3.0,3.5,0.7,0.2,1.7,0.0,0.0,14.14
Carlos Boozer,CHI,PF,2013,79.0,32.2,16.2,6.9,14.4,47.7,0.0,0.0,0.0,2.4,3.3,73.1,9.8,2.3,0.8,0.4,2.2,44.0,0.0,17.17
Danilo Gallinari,DEN,PF,2013,71.0,32.5,16.2,5.1,12.3,41.8,1.9,5.1,37.3,4.0,4.9,82.2,5.2,2.5,0.9,0.5,1.6,2.0,0.0,16.73
Ryan Anderson,NO,PF,2013,81.0,30.9,16.2,5.8,13.8,42.3,2.6,6.9,38.2,1.9,2.2,84.4,6.4,1.2,0.5,0.4,1.2,11.0,0.0,18.17
Greg Monroe,DET,C,2013,81.0,33.2,16.0,6.3,13.1,48.6,0.0,0.0,0.0,3.3,4.8,68.9,9.6,3.5,1.3,0.7,2.9,37.0,1.0,19.52
Chandler Parsons,HOU,SF,2013,76.0,36.3,15.5,6.0,12.4,48.6,2.0,5.2,38.5,1.5,2.0,72.9,5.3,3.5,1.0,0.4,1.9,8.0,0.0,15.33
Zach Randolph,MEM,F,2013,76.0,34.3,15.4,6.2,13.5,46.0,0.0,0.3,8.7,3.0,3.9,75.0,11.2,1.4,0.8,0.4,2.0,45.0,0.0,17.92
O.J. Mayo,DAL,SG,2013,82.0,35.5,15.3,5.6,12.5,44.9,1.7,4.3,40.7,2.3,2.8,82.0,3.5,4.4,1.1,0.3,2.6,2.0,0.0,14.0
