Player Name,Cities,Position,Season,Games Played,Minutes Played Per Game,Points Per Game,Average Field Goals made,Average Field Goals Attempted,Field Goal Percentage,Average 3-Point Field Goals Made,Average 3-Point Field Goals Attempted,3-Point Field Goal Percentage,Average Free Throws Made,Average Free Throws Attempted,Free Throw Percentage,Rebounds Per Game,Assists Per Game,Steals Per Game,Blocks Per Game,Turnovers Per Game,Double Double,Triple Double,Player Efficiency Rating
Jason Richardson,CHA,SG,2008,82.0,38.4,21.8,7.9,17.9,44.1,3.0,7.3,40.6,3.0,4.0,75.2,5.4,3.1,1.4,0.7,2.0,5.0,0.0,18.6
Joe Johnson,ATL,G,2008,82.0,40.8,21.7,7.9,18.3,43.2,2.1,5.4,38.1,3.9,4.6,83.4,4.5,5.8,1.0,0.2,2.7,9.0,0.0,17.67
Tracy McGrady,HOU,SG,2008,66.0,37.0,21.6,8.3,19.8,41.9,1.3,4.5,29.2,3.7,5.4,68.4,5.1,5.9,1.0,0.5,2.4,5.0,1.0,18.6
Antawn Jamison,WSH,PF,2008,79.0,38.7,21.4,7.8,17.9,43.6,1.5,4.5,33.9,4.2,5.5,76.0,10.2,1.5,1.3,0.4,1.4,44.0,0.0,20.19
Vince Carter,NJ,G,2008,76.0,38.9,21.3,7.7,16.9,45.6,1.3,3.6,35.9,4.6,5.6,81.6,6.0,5.1,1.2,0.4,2.4,9.0,0.0,18.93
Carlos Boozer,UTAH,PF,2008,81.0,34.9,21.1,8.8,16.0,54.7,0.0,0.0,0.0,3.6,4.9,73.8,10.4,2.9,1.2,0.5,2.6,51.0,1.0,21.83
Chris Paul,NO,PG,2008,80.0,37.6,21.1,7.9,16.1,48.8,1.2,3.1,36.9,4.2,4.9,85.1,4.0,11.6,2.7,0.1,2.5,56.0,1.0,28.39
Al Jefferson,MIN,C,2008,82.0,35.6,21.0,8.8,17.6,50.0,0.0,0.1,0.0,3.5,4.8,72.1,11.1,1.4,0.9,1.5,2.0,55.0,0.0,22.84
Dwight Howard,ORL,C,2008,82.0,37.7,20.7,7.1,11.9,59.9,0.0,0.0,0.0,6.5,10.9,59.0,14.2,1.3,0.9,2.1,3.2,69.0,0.0,22.61
David West,NO,F,2008,76.0,37.8,20.6,8.3,17.2,48.2,0.1,0.3,24.0,3.9,4.6,85.0,8.9,2.3,0.8,1.3,2.2,29.0,0.0,19.98
Jamal Crawford,NY,G,2008,80.0,39.9,20.6,7.1,17.4,41.0,2.2,6.2,35.6,4.1,4.8,86.4,2.6,5.0,1.0,0.2,2.4,0.0,0.0,16.35
Kevin Durant,SEA,PF,2008,80.0,34.6,20.3,7.3,17.1,43.0,0.7,2.6,28.8,4.9,5.6,87.3,4.4,2.4,1.0,0.9,2.9,1.0,0.0,15.87
Monta Ellis,GS,SG,2008,81.0,37.9,20.2,8.0,15.1,53.1,0.1,0.6,23.1,4.0,5.1,76.7,5.0,3.9,1.5,0.3,2.1,5.0,0.0,18.92
Rudy Gay,MEM,SF,2008,81.0,37.0,20.1,7.7,16.7,46.1,1.7,4.8,34.6,3.1,3.9,78.5,6.2,2.0,1.4,1.0,2.3,10.0,0.0,17.34
Stephen Jackson,GS,SF,2008,73.0,39.1,20.1,6.7,16.5,40.5,2.5,6.9,36.3,4.2,5.1,83.2,4.4,4.1,1.3,0.4,2.7,1.0,0.0,14.94
Josh Howard,DAL,SF,2008,76.0,36.3,19.9,7.5,16.4,45.5,0.9,2.8,31.9,4.1,5.1,81.3,7.0,2.2,0.8,0.4,1.5,9.0,0.0,18.53
Andre Iguodala,PHI,SF,2008,82.0,39.5,19.9,7.1,15.6,45.6,1.2,3.7,32.9,4.5,6.2,72.1,5.4,4.8,2.1,0.6,2.6,8.0,0.0,19.09
Paul Pierce,BOS,SF,2008,80.0,35.9,19.6,6.4,13.7,46.4,1.8,4.6,39.2,5.1,6.1,84.3,5.1,4.5,1.3,0.5,2.8,7.0,0.0,19.85
Danny Granger,IND,SF,2008,80.0,36.0,19.6,6.7,15.1,44.6,2.1,5.3,40.4,4.0,4.7,85.2,6.1,2.1,1.2,1.1,2.1,7.0,0.0,16.66
Hedo Turkoglu,ORL,SF,2008,82.0,36.9,19.5,6.8,14.9,45.6,2.0,5.1,40.0,4.0,4.8,82.9,5.7,5.0,0.9,0.3,3.0,8.0,2.0,17.66
Manu Ginobili,SA,G,2008,74.0,31.0,19.5,6.1,13.3,46.0,2.1,5.3,40.1,5.1,6.0,86.0,4.8,4.5,1.5,0.4,2.7,5.0,0.0,24.07
Tim Duncan,SA,C,2008,78.0,34.0,19.3,7.5,15.1,49.7,0.0,0.1,0.0,4.3,5.9,73.0,11.3,2.8,0.7,1.9,2.3,53.0,0.0,24.05
Brandon Roy,POR,SG,2008,74.0,37.7,19.1,7.2,15.8,45.4,1.0,2.9,34.0,3.8,5.0,75.3,4.7,5.8,1.1,0.2,1.8,10.0,1.0,19.27
Mike Dunleavy,IND,SG,2008,82.0,36.0,19.1,6.5,13.6,47.6,2.0,4.7,42.4,4.1,4.9,83.4,5.2,3.5,1.0,0.4,2.3,5.0,0.0,17.27
Deron Williams,UTAH,PG,2008,82.0,37.3,18.8,6.9,13.6,50.7,1.0,2.6,39.5,4.0,5.0,80.3,3.0,10.5,1.1,0.3,3.4,52.0,0.0,20.75
Kevin Garnett,BOS,PF,2008,71.0,32.8,18.8,7.5,13.9,53.9,0.0,0.2,0.0,3.8,4.7,80.1,9.2,3.4,1.4,1.3,1.9,29.0,0.0,25.42
Ben Gordon,CHI,SG,2008,72.0,31.8,18.6,6.4,14.8,43.4,2.0,4.8,41.0,3.7,4.1,90.8,3.1,3.0,0.8,0.1,2.1,0.0,0.0,16.89
Rashard Lewis,ORL,PF,2008,81.0,38.0,18.2,6.4,14.0,45.5,2.8,6.8,40.9,2.7,3.2,83.8,5.4,2.4,1.2,0.5,1.7,1.0,0.0,16.54
LaMarcus Aldridge,POR,C,2008,76.0,34.9,17.8,7.4,15.3,48.4,0.0,0.1,14.3,3.0,3.9,76.2,7.6,1.6,0.7,1.2,1.7,19.0,0.0,18.32
Ray Allen,BOS,SG,2008,73.0,35.9,17.4,6.0,13.5,44.5,2.5,6.2,39.8,2.9,3.2,90.7,3.7,3.1,0.9,0.2,1.7,1.0,0.0,16.6
Richard Hamilton,DET,SG,2008,72.0,33.7,17.3,6.9,14.3,48.4,0.9,2.0,44.0,2.6,3.1,83.3,3.3,4.2,1.0,0.1,1.8,1.0,0.0,18.18
Josh Smith,ATL,PF,2008,81.0,35.5,17.2,6.4,14.0,45.7,0.3,1.2,25.3,4.1,5.8,71.0,8.2,3.4,1.5,2.8,3.0,19.0,1.0,19.32
Andre Miller,PHI,PG,2008,82.0,36.8,17.0,6.9,14.1,49.2,0.0,0.4,8.8,3.1,4.1,77.2,4.0,6.9,1.3,0.1,2.5,14.0,0.0,18.57
Chauncey Billups,DET,PG,2008,78.0,32.3,17.0,5.0,11.2,44.8,1.8,4.4,40.1,5.1,5.6,91.8,2.7,6.8,1.3,0.2,2.1,13.0,0.0,23.48
Steve Nash,PHX,PG,2008,81.0,34.3,16.9,6.0,11.9,50.4,2.2,4.7,47.0,2.7,3.0,90.6,3.5,11.1,0.7,0.1,3.6,48.0,0.0,21.04
Peja Stojakovic,NO,SF,2008,77.0,35.2,16.4,5.9,13.3,44.0,3.0,6.8,44.1,1.7,1.8,92.9,4.3,1.2,0.7,0.1,0.8,4.0,0.0,15.76
Mike Miller,MEM,SG,2008,70.0,35.3,16.4,5.9,11.8,50.2,2.2,5.1,43.2,2.3,3.0,77.4,6.7,3.4,0.5,0.2,2.6,13.0,0.0,16.07
Leandro Barbosa,PHX,G,2008,82.0,29.5,15.6,5.8,12.5,46.2,2.0,5.1,38.9,2.1,2.6,82.2,2.8,2.6,0.9,0.2,1.4,0.0,0.0,15.81
Dwyane Wade,MIA,G,2009,79.0,38.6,30.2,10.8,22.0,49.1,1.1,3.5,31.7,7.5,9.8,76.5,5.0,7.5,2.2,1.3,3.4,20.0,0.0,30.46
LeBron James,CLE,SF,2009,81.0,37.7,28.4,9.7,19.9,48.9,1.6,4.7,34.4,7.3,9.4,78.0,7.6,7.2,1.7,1.1,3.0,29.0,7.0,31.76
Kobe Bryant,LAL,SF,2009,82.0,36.1,26.8,9.8,20.9,46.7,1.4,4.1,35.1,5.9,6.9,85.6,5.2,4.9,1.5,0.5,2.6,8.0,2.0,24.46
Dirk Nowitzki,DAL,F,2009,81.0,37.7,25.9,9.6,20.0,47.9,0.8,2.1,35.9,6.0,6.7,89.0,8.4,2.4,0.8,0.8,1.9,26.0,0.0,23.2
Danny Granger,IND,SF,2009,67.0,36.2,25.8,8.5,19.1,44.7,2.7,6.7,40.4,6.0,6.9,87.8,5.1,2.7,1.0,1.4,2.5,6.0,0.0,21.88
Kevin Durant,OKC,PF,2009,74.0,39.0,25.3,8.9,18.8,47.6,1.3,3.1,42.2,6.1,7.1,86.3,6.5,2.8,1.3,0.7,3.0,15.0,0.0,20.85
Chris Paul,NO,PG,2009,78.0,38.5,22.8,8.1,16.1,50.3,0.8,2.3,36.4,5.8,6.7,86.8,5.5,11.0,2.8,0.1,3.0,50.0,6.0,30.04
Carmelo Anthony,DEN,PF,2009,66.0,34.5,22.8,8.1,18.3,44.3,1.0,2.6,37.1,5.6,7.1,79.3,6.8,3.4,1.1,0.4,3.0,12.0,0.0,19.09
Chris Bosh,TOR,PF,2009,77.0,38.0,22.7,8.0,16.4,48.7,0.2,0.6,24.5,6.5,8.0,81.7,10.0,2.5,0.9,1.0,2.3,43.0,0.0,22.19
Brandon Roy,POR,SG,2009,78.0,37.2,22.6,8.1,16.9,48.0,1.1,2.8,37.7,5.3,6.5,82.4,4.7,5.1,1.1,0.3,1.9,3.0,0.0,24.08
Antawn Jamison,WSH,PF,2009,81.0,38.2,22.2,8.3,17.8,46.8,1.4,3.9,35.1,4.2,5.6,75.4,8.9,1.9,1.2,0.3,1.5,38.0,0.0,20.63
Tony Parker,SA,G,2009,72.0,34.1,22.0,8.9,17.5,50.6,0.3,0.9,29.2,3.9,5.0,78.2,3.1,6.9,0.9,0.1,2.6,15.0,0.0,23.47
Joe Johnson,ATL,G,2009,79.0,39.5,21.4,7.8,18.0,43.7,1.9,5.2,36.0,3.8,4.6,82.6,4.4,5.8,1.1,0.2,2.5,4.0,1.0,18.26
Devin Harris,NJ,G,2009,69.0,36.1,21.3,6.6,15.1,43.8,0.9,3.2,29.1,7.2,8.8,82.0,3.3,6.9,1.7,0.2,3.1,16.0,0.0,21.65
David West,NO,F,2009,76.0,39.2,21.0,8.0,17.0,47.2,0.1,0.3,24.0,4.8,5.5,88.4,8.5,2.3,0.6,0.9,2.1,29.0,0.0,19.0
Vince Carter,NJ,G,2009,80.0,36.8,20.8,7.4,16.8,43.7,1.9,4.9,38.5,4.2,5.1,81.7,5.1,4.7,1.0,0.5,2.1,8.0,1.0,19.35
Ben Gordon,CHI,SG,2009,82.0,36.6,20.7,7.3,16.0,45.5,2.1,5.1,41.0,4.0,4.7,86.4,3.5,3.4,0.9,0.3,2.4,0.0,0.0,17.02
Dwight Howard,ORL,C,2009,79.0,35.7,20.6,7.1,12.4,57.2,0.0,0.0,0.0,6.4,10.7,59.4,13.8,1.4,1.0,2.9,3.0,63.0,1.0,25.44
Paul Pierce,BOS,SF,2009,81.0,37.5,20.5,6.7,14.6,45.7,1.5,3.8,39.1,5.7,6.8,83.0,5.6,3.6,1.0,0.3,2.8,7.0,0.0,17.74
Al Harrington,GS/NY,PF,2009,73.0,34.9,20.1,7.3,16.6,43.9,2.3,6.4,36.4,3.2,4.0,79.3,6.2,1.4,1.2,0.3,2.2,10.0,0.0,15.98
Yao Ming,HOU,C,2009,77.0,33.6,19.7,7.4,13.4,54.8,0.0,0.0,100.0,4.9,5.7,86.6,9.9,1.8,0.4,1.9,3.0,38.0,0.0,22.74
Richard Jefferson,MIL,F,2009,82.0,35.8,19.6,6.5,14.9,43.9,1.4,3.6,39.7,5.1,6.3,80.5,4.6,2.4,0.8,0.2,2.0,2.0,0.0,15.45
Jason Terry,DAL,G,2009,74.0,33.7,19.6,7.3,15.8,46.3,2.3,6.2,36.6,2.7,3.0,88.0,2.4,3.4,1.3,0.3,1.6,0.0,0.0,19.35
Tim Duncan,SA,C,2009,75.0,33.6,19.3,7.4,14.8,50.4,0.0,0.0,0.0,4.5,6.4,69.2,10.7,3.5,0.5,1.7,2.2,49.0,0.0,24.51
Rudy Gay,MEM,SF,2009,79.0,37.3,18.9,7.2,16.0,45.3,1.1,3.1,35.1,3.3,4.4,76.7,5.5,1.7,1.2,0.7,2.6,6.0,0.0,15.38
Pau Gasol,LAL,PF,2009,81.0,37.0,18.9,7.3,12.9,56.7,0.0,0.0,50.0,4.2,5.4,78.1,9.6,3.5,0.6,1.0,1.9,37.0,1.0,22.31
Andre Iguodala,PHI,SF,2009,82.0,39.9,18.8,6.6,14.0,47.3,1.0,3.2,30.7,4.6,6.4,72.4,5.7,5.3,1.6,0.4,2.7,11.0,0.0,18.49
O.J. Mayo,MEM,SG,2009,82.0,38.0,18.5,6.9,15.6,43.8,1.8,4.6,38.4,3.0,3.4,87.9,3.8,3.2,1.1,0.2,2.8,2.0,0.0,14.23
John Salmons,CHI/SAC,SF,2009,79.0,37.5,18.3,6.5,13.8,47.2,1.6,3.8,41.7,3.6,4.4,83.0,4.2,3.2,1.1,0.3,2.1,3.0,0.0,16.03
Ray Allen,BOS,SG,2009,79.0,36.4,18.2,6.3,13.2,48.0,2.5,6.2,40.9,3.0,3.2,95.2,3.5,2.8,0.9,0.2,1.7,0.0,0.0,17.34
LaMarcus Aldridge,POR,C,2009,81.0,37.1,18.1,7.4,15.3,48.4,0.1,0.3,25.0,3.2,4.1,78.1,7.5,1.9,1.0,1.0,1.5,19.0,0.0,19.13
Mo Williams,CLE,PG,2009,81.0,35.0,17.8,6.5,13.9,46.7,2.3,5.2,43.6,2.6,2.8,91.2,3.4,4.1,0.9,0.1,2.2,1.0,0.0,17.25
Shaquille O'Neal,PHX,C,2009,75.0,30.0,17.8,6.8,11.2,60.9,0.0,0.0,0.0,4.1,6.9,59.5,8.4,1.7,0.7,1.4,2.2,30.0,0.0,22.33
Rashard Lewis,ORL,PF,2009,79.0,36.2,17.7,6.1,13.8,43.9,2.8,7.0,39.7,2.8,3.4,83.6,5.7,2.6,1.0,0.6,2.0,4.0,0.0,16.83
Chauncey Billups,DEN/DET,PG,2009,79.0,35.3,17.7,5.2,12.4,41.8,2.1,5.0,40.8,5.3,5.8,91.3,3.0,6.4,1.2,0.2,2.2,10.0,0.0,18.85
Nate Robinson,NY,PG,2009,74.0,29.9,17.2,6.1,13.9,43.7,1.7,5.2,32.5,3.4,4.0,84.1,3.9,4.1,1.3,0.1,1.9,4.0,0.0,18.95
Mehmet Okur,UTAH,C,2009,72.0,33.5,17.0,6.0,12.3,48.5,1.3,2.8,44.6,3.8,4.6,81.7,7.7,1.7,0.8,0.7,1.8,23.0,0.0,17.59
Jason Richardson,PHX/CHA,SG,2009,72.0,33.5,16.8,6.5,13.5,47.7,1.8,4.5,39.7,2.1,2.8,76.9,4.4,2.0,1.1,0.4,1.3,1.0,0.0,16.72
Al Thornton,LAC,SF,2009,71.0,37.4,16.8,6.6,14.8,44.6,0.3,1.1,25.3,3.3,4.4,75.4,5.2,1.5,0.8,0.9,1.8,1.0,0.0,12.67
Hedo Turkoglu,ORL,SF,2009,77.0,36.6,16.8,5.5,13.3,41.3,1.7,4.9,35.6,4.1,5.1,80.7,5.3,4.9,0.8,0.2,2.6,4.0,0.0,14.82
Derrick Rose,CHI,PG,2009,81.0,37.0,16.8,7.1,14.9,47.5,0.2,0.9,22.2,2.4,3.1,78.8,3.9,6.3,0.8,0.2,2.5,8.0,0.0,16.05
Gerald Wallace,CHA,SF,2009,71.0,37.6,16.6,5.5,11.4,48.0,0.5,1.8,29.8,5.1,6.4,80.4,7.8,2.7,1.7,0.9,2.1,20.0,0.0,18.64
Jeff Green,OKC,PF,2009,78.0,36.8,16.5,6.1,13.7,44.6,1.2,3.2,38.9,3.1,3.9,78.8,6.7,2.0,1.0,0.4,2.2,13.0,0.0,13.99
Andre Miller,PHI,PG,2009,82.0,36.3,16.3,6.0,12.7,47.3,0.2,0.6,28.3,4.1,5.0,82.6,4.5,6.5,1.3,0.2,2.4,12.0,2.0,18.71
Randy Foye,MIN,SG,2009,70.0,35.6,16.3,5.7,14.0,40.7,1.6,4.4,36.0,3.3,3.9,84.6,3.1,4.3,1.0,0.4,2.1,2.0,0.0,13.76
Charlie Villanueva,MIL,PF,2009,78.0,26.9,16.2,6.2,14.0,44.7,1.1,3.3,34.5,2.6,3.1,83.8,6.7,1.8,0.6,0.7,1.8,14.0,0.0,18.64
Eric Gordon,LAC,SG,2009,78.0,34.3,16.1,5.3,11.6,45.6,1.7,4.3,38.9,3.8,4.5,85.4,2.6,2.8,1.0,0.4,2.1,0.0,0.0,14.98
David Lee,NY,PF,2009,81.0,34.9,16.0,6.4,11.7,54.9,0.0,0.0,0.0,3.1,4.1,75.5,11.7,2.1,1.0,0.3,1.9,65.0,0.0,19.07
Steve Nash,PHX,PG,2009,74.0,33.6,15.7,5.8,11.5,50.3,1.5,3.3,43.9,2.6,2.8,93.3,3.0,9.7,0.7,0.1,3.4,29.0,0.0,19.55
Andrea Bargnani,TOR,C,2009,78.0,31.4,15.4,5.5,12.3,45.0,1.5,3.7,40.9,2.8,3.4,83.1,5.3,1.2,0.4,1.2,1.7,6.0,0.0,14.66
Kevin Durant,OKC,PF,2010,82.0,39.5,30.1,9.7,20.3,47.6,1.6,4.3,36.5,9.2,10.2,90.0,7.6,2.8,1.4,1.0,3.3,25.0,0.0,26.23
LeBron James,CLE,SF,2010,76.0,39.0,29.7,10.1,20.1,50.3,1.7,5.1,33.3,7.8,10.2,76.7,7.3,8.6,1.6,1.0,3.4,31.0,4.0,31.19
Carmelo Anthony,DEN,PF,2010,69.0,38.2,28.2,10.0,21.8,45.8,0.9,2.7,31.6,7.4,8.9,83.0,6.6,3.2,1.3,0.4,3.0,10.0,0.0,22.29
Kobe Bryant,LAL,SF,2010,73.0,38.8,27.0,9.8,21.5,45.6,1.4,4.1,32.9,6.0,7.4,81.1,5.4,5.0,1.5,0.3,3.2,7.0,0.0,21.95
Dwyane Wade,MIA,G,2010,77.0,36.3,26.6,9.3,19.6,47.6,0.9,3.2,30.0,6.9,9.1,76.1,4.8,6.5,1.8,1.1,3.3,17.0,0.0,28.1
Monta Ellis,GS,SG,2010,64.0,41.4,25.5,9.9,22.0,44.9,1.2,3.6,33.8,4.6,6.1,75.3,4.0,5.3,2.2,0.4,3.8,6.0,0.0,16.74
Dirk Nowitzki,DAL,F,2010,81.0,37.5,25.0,8.9,18.5,48.1,0.6,1.5,42.1,6.6,7.2,91.5,7.7,2.7,0.9,1.0,1.8,19.0,1.0,23.01
Danny Granger,IND,SF,2010,62.0,36.7,24.1,7.9,18.4,42.8,2.5,7.1,36.1,5.9,6.9,84.8,5.5,2.8,1.5,0.8,2.5,3.0,0.0,19.85
Chris Bosh,TOR,PF,2010,70.0,36.1,24.0,8.6,16.5,51.8,0.1,0.3,36.4,6.7,8.4,79.7,10.8,2.4,0.6,1.0,2.4,49.0,0.0,25.11
Amar'e Stoudemire,PHX,C,2010,82.0,34.6,23.1,8.6,15.4,55.7,0.0,0.1,16.7,5.9,7.7,77.1,8.9,1.0,0.6,1.0,2.6,31.0,0.0,22.69
Joe Johnson,ATL,G,2010,76.0,38.0,21.3,8.4,18.2,45.8,1.7,4.6,36.9,2.9,3.5,81.8,4.6,4.9,1.1,0.1,1.9,4.0,0.0,19.33
Derrick Rose,CHI,PG,2010,78.0,36.8,20.8,8.6,17.6,48.9,0.2,0.8,26.7,3.3,4.3,76.6,3.8,6.0,0.7,0.3,2.8,6.0,0.0,18.69
Zach Randolph,MEM,F,2010,81.0,37.7,20.8,8.0,16.5,48.8,0.2,0.6,28.8,4.5,5.7,77.8,11.7,1.8,1.0,0.4,2.1,57.0,0.0,21.21
Stephen Jackson,GS/CHA,SF,2010,81.0,38.6,20.6,7.4,17.5,42.3,1.6,4.9,32.8,4.2,5.4,77.9,5.0,3.7,1.6,0.5,3.2,3.0,0.0,15.69
David Lee,NY,PF,2010,81.0,37.3,20.2,8.5,15.5,54.5,0.0,0.1,0.0,3.3,4.1,81.2,11.7,3.6,1.0,0.5,2.3,53.0,1.0,22.28
Tyreke Evans,SAC,G,2010,72.0,37.2,20.1,7.4,16.2,45.8,0.5,2.0,25.5,4.8,6.5,74.8,5.3,5.8,1.5,0.4,3.0,13.0,1.0,18.28
Corey Maggette,GS,SF,2010,70.0,29.7,19.8,6.5,12.7,51.6,0.2,0.7,26.0,6.6,7.9,83.5,5.3,2.5,0.7,0.1,2.4,5.0,0.0,20.4
Rudy Gay,MEM,SF,2010,80.0,39.7,19.6,7.5,16.1,46.6,0.8,2.5,32.7,3.8,5.0,75.3,5.9,1.9,1.5,0.8,2.1,8.0,0.0,16.3
Aaron Brooks,HOU,G,2010,82.0,35.6,19.6,7.0,16.2,43.2,2.5,6.4,39.8,3.0,3.6,82.2,2.6,5.3,0.8,0.2,2.8,6.0,0.0,16.04
Chauncey Billups,DEN,PG,2010,73.0,34.1,19.5,5.5,13.2,41.8,2.2,5.6,38.6,6.4,7.0,91.0,3.1,5.6,1.1,0.1,2.4,4.0,0.0,20.25
Carlos Boozer,UTAH,PF,2010,78.0,34.3,19.5,7.9,14.1,56.2,0.0,0.0,0.0,3.7,4.9,74.2,11.2,3.2,1.1,0.5,2.7,55.0,0.0,21.42
David West,NO,F,2010,81.0,36.4,19.0,7.6,15.1,50.5,0.1,0.3,25.9,3.7,4.2,86.6,7.5,3.0,0.9,0.7,2.1,21.0,0.0,18.99
Brook Lopez,NJ,C,2010,82.0,36.9,18.8,6.9,13.8,49.9,0.0,0.0,0.0,5.1,6.2,81.7,8.6,2.3,0.7,1.7,2.5,33.0,0.0,20.11
Deron Williams,UTAH,PG,2010,76.0,36.9,18.7,6.5,13.9,46.9,1.3,3.4,37.1,4.4,5.5,80.1,4.0,10.5,1.3,0.2,3.3,44.0,0.0,20.62
Chris Kaman,LAC,C,2010,76.0,34.3,18.5,7.8,15.8,49.0,0.0,0.1,0.0,3.0,4.0,74.9,9.3,1.6,0.5,1.2,2.9,33.0,0.0,16.59
Dwight Howard,ORL,C,2010,82.0,34.7,18.3,6.2,10.2,61.2,0.0,0.1,0.0,5.9,10.0,59.2,13.2,1.8,0.9,2.8,3.3,64.0,0.0,24.07
Paul Pierce,BOS,SF,2010,71.0,34.0,18.3,5.8,12.2,47.2,1.5,3.7,41.4,5.2,6.1,85.2,4.4,3.1,1.2,0.4,2.3,1.0,0.0,18.24
Gerald Wallace,CHA,SF,2010,76.0,41.0,18.2,6.0,12.4,48.4,0.7,1.8,37.1,5.6,7.2,77.6,10.0,2.1,1.5,1.1,2.3,33.0,0.0,18.39
Jamal Crawford,ATL,G,2010,79.0,31.1,18.0,6.3,14.0,44.9,2.1,5.4,38.2,3.4,4.0,85.7,2.5,3.0,0.8,0.2,1.7,0.0,0.0,18.5
Tim Duncan,SA,C,2010,78.0,31.3,17.9,7.2,13.9,51.8,0.0,0.1,18.2,3.5,4.8,72.5,10.1,3.2,0.6,1.5,1.8,38.0,0.0,24.79
LaMarcus Aldridge,POR,C,2010,78.0,37.5,17.9,7.4,15.0,49.5,0.1,0.2,31.3,2.9,3.9,75.7,8.0,2.1,0.9,0.6,1.3,24.0,0.0,18.3
Al Harrington,NY,PF,2010,72.0,30.5,17.7,6.2,14.3,43.5,1.9,5.7,34.2,3.3,4.4,75.7,5.6,1.5,0.9,0.4,1.8,6.0,0.0,16.82
Luol Deng,CHI,F,2010,70.0,37.9,17.6,6.8,14.5,46.6,0.5,1.2,38.6,3.6,4.7,76.4,7.3,2.0,0.9,0.9,1.9,13.0,0.0,16.14
Stephen Curry,GS,PG,2010,80.0,36.2,17.5,6.6,14.3,46.2,2.1,4.8,43.7,2.2,2.5,88.5,4.5,5.9,1.9,0.2,3.1,12.0,1.0,16.31
O.J. Mayo,MEM,SG,2010,82.0,38.0,17.5,6.6,14.4,45.8,1.7,4.3,38.3,2.6,3.2,80.9,3.8,3.0,1.2,0.2,2.1,0.0,0.0,14.61
Andrea Bargnani,TOR,C,2010,80.0,35.0,17.2,6.7,14.3,47.0,1.5,4.1,37.2,2.3,2.9,77.3,6.2,1.2,0.3,1.4,1.5,10.0,0.0,15.6
Al Jefferson,MIN,C,2010,76.0,32.4,17.1,7.4,14.8,49.8,0.0,0.1,0.0,2.4,3.5,68.0,9.3,1.8,0.8,1.3,1.8,35.0,0.0,19.03
Andre Iguodala,PHI,SF,2010,82.0,38.9,17.1,6.0,13.7,44.3,1.1,3.7,31.0,3.8,5.2,73.3,6.5,5.8,1.7,0.7,2.7,11.0,0.0,17.82
Carl Landry,HOU/SAC,PF,2010,80.0,30.9,16.8,6.2,11.6,53.6,0.0,0.0,33.3,4.3,5.3,80.6,5.9,0.8,0.7,0.8,1.7,7.0,0.0,19.02
Rodney Stuckey,DET,PG,2010,73.0,34.2,16.6,6.2,15.2,40.5,0.2,1.1,22.8,4.1,4.9,83.3,3.8,4.8,1.4,0.2,2.2,5.0,0.0,15.62
Jason Terry,DAL,G,2010,77.0,33.0,16.6,5.9,13.5,43.8,1.8,4.8,36.5,3.0,3.5,86.6,1.8,3.8,1.2,0.2,1.4,1.0,0.0,16.58
Vince Carter,ORL,G,2010,75.0,30.8,16.6,5.8,13.5,42.8,1.6,4.3,36.7,3.4,4.1,84.0,3.9,3.1,0.7,0.2,1.4,1.0,0.0,17.11
Manu Ginobili,SA,G,2010,75.0,28.7,16.5,5.3,12.0,44.1,1.8,4.7,37.7,4.1,4.7,87.0,3.8,4.9,1.4,0.3,2.1,3.0,0.0,22.54
Steve Nash,PHX,PG,2010,81.0,32.8,16.5,6.2,12.2,50.7,1.5,3.6,42.6,2.6,2.8,93.8,3.3,11.0,0.5,0.1,3.6,49.0,0.0,21.67
Ray Allen,BOS,SG,2010,80.0,35.2,16.3,5.8,12.2,47.7,1.8,5.0,36.3,2.9,3.2,91.3,3.2,2.6,0.8,0.3,1.6,0.0,0.0,15.22
Caron Butler,DAL/WSH,SF,2010,74.0,37.6,16.3,6.1,14.2,42.8,0.6,2.0,29.0,3.6,4.3,83.8,6.2,2.1,1.6,0.3,2.2,9.0,0.0,13.77
Luis Scola,HOU,F,2010,82.0,32.6,16.2,6.8,13.3,51.4,0.0,0.1,20.0,2.5,3.3,77.9,8.6,2.1,0.8,0.3,2.0,32.0,0.0,17.22
Russell Westbrook,OKC,PG,2010,82.0,34.3,16.1,5.9,14.1,41.8,0.3,1.3,22.1,4.0,5.1,78.0,4.9,8.0,1.3,0.4,3.3,24.0,1.0,17.9
Jason Richardson,PHX,SG,2010,79.0,31.5,15.7,6.0,12.6,47.4,2.0,5.1,39.3,1.7,2.3,73.9,5.1,1.8,0.8,0.4,1.2,3.0,0.0,16.63
Josh Smith,ATL,PF,2010,81.0,35.4,15.7,6.2,12.3,50.5,0.0,0.1,0.0,3.2,5.2,61.8,8.7,4.2,1.6,2.1,2.4,27.0,1.0,21.04
Kevin Durant,OKC,PF,2011,78.0,38.9,27.7,9.1,19.7,46.2,1.9,5.3,35.0,7.6,8.7,88.0,6.8,2.7,1.1,1.0,2.8,14.0,0.0,23.7
LeBron James,MIA,SF,2011,79.0,38.8,26.7,9.6,18.8,51.0,1.2,3.5,33.0,6.4,8.4,75.9,7.5,7.0,1.6,0.6,3.6,31.0,4.0,27.34
